Store_ID,Store_Area,Items_Available,Daily_Customer_Count,Store_Sales
811,994.0,1194,1090,81390.0
812,1354.0,1635,1270,95900.0
813,1597.0,1918,1260,71830.0
814,1873.0,2252,330,79310.0
815,1218.0,1459,540,87890.0
816,1458.0,1746,720,48610.0
817,1546.0,1860,670,73160.0
818,1608.0,1962,770,36280.0
819,1822.0,2160,860,49720.0
820,1716.0,2038,410,44400.0
821,1072.0,1296,900,47590.0
822,1330.0,1604,480,51460.0
823,1588.0,1892,540,57750.0
824,1425.0,1733,760,66000.0
825,1778.0,2133,280,45950.0
826,1363.0,1630,1120,53900.0
827,1609.0,1928,160,37920.0
828,1671.0,2024,620,63100.0
829,1379.0,1636,440,36770.0
830,1218.0,1452,870,43910.0
831,1724.0,2101,900,66390.0
832,986.0,1179,710,59160.0
833,1330.0,1606,590,38510.0
834,1437.0,1725,910,46220.0
835,1327.0,1609,1320,41500.0
836,1651.0,2009,1000,58160.0
837,1211.0,1462,670,38530.0
838,1916.0,2277,610,55880.0
839,1638.0,1937,1050,70940.0
840,1172.0,1413,480,53940.0
841,1350.0,1606,770,43030.0
842,1528.0,1843,340,59820.0
843,1305.0,1557,580,55500.0
844,1463.0,1751,900,49990.0
845,1409.0,1727,700,42980.0
846,1419.0,1743,860,65970.0
847,1535.0,1819,540,59290.0
848,1474.0,1745,970,63020.0
849,919.0,1099,1560,73810.0
850,2067.0,2492,790,70230.0
851,1977.0,2362,1020,59950.0
852,1293.0,1558,790,78100.0
853,1477.0,1790,880,16370.0
854,1582.0,1906,550,92640.0
855,1481.0,1789,550,63540.0
856,1214.0,1455,950,87220.0
857,1206.0,1460,810,41990.0
858,1653.0,1982,390,79410.0
859,1152.0,1393,860,54380.0
860,1458.0,1757,850,58600.0
861,1249.0,1510,660,48950.0
862,1939.0,2333,830,40670.0
863,1591.0,1919,640,52340.0
864,1180.0,1397,750,39140.0
865,1846.0,2195,1170,41090.0
866,780.0,951,790,25600.0
867,1565.0,1854,900,100900.0
868,1648.0,1959,370,77080.0
869,1775.0,2104,980,105150.0
870,1439.0,1732,1170,80580.0
871,1487.0,1776,800,46230.0
872,1800.0,2158,1100,98260.0
873,1690.0,2024,1070,75930.0
874,1209.0,1452,830,52050.0
875,1859.0,2222,1210,87000.0
876,1691.0,2023,540,60270.0
877,1259.0,1493,100,88270.0
878,1771.0,2138,820,57820.0
879,1205.0,1468,1210,61210.0
880,1792.0,2131,810,76420.0
881,1263.0,1516,780,70980.0
882,1344.0,1605,1160,76740.0
883,1819.0,2187,590,47920.0
884,1357.0,1625,1140,52160.0
885,1396.0,1673,690,32740.0
886,1118.0,1337,560,72270.0
887,1655.0,1986,1150,77430.0
888,1156.0,1398,140,92370.0
889,1451.0,1734,670,34880.0
890,1539.0,1829,650,46580.0
891,1549.0,1851,1220,70620.0
892,1582.0,1910,1080,66390.0
893,1387.0,1663,850,82080.0
894,1200.0,1436,1060,76440.0
895,1299.0,1560,770,96610.0
896,1174.0,1429,1110,54340.0
